split,idx
train,11930
train,836
train,4545
train,10525
train,9721
train,8694
train,2258
train,4934
train,5816
train,10647
train,6173
train,1370
train,2468
train,4857
train,7530
train,10435
train,953
train,8524
train,5926
train,8162
train,11745
train,4748
train,6840
train,11063
train,8554
train,10284
train,308
train,13075
train,973
train,11180
train,1191
train,10652
train,7993
train,3469
train,8488
train,12885
train,2448
train,7891
train,3927
train,12932
train,13467
train,866
train,9614
train,10196
train,3667
train,9800
train,3760
train,4272
train,11357
train,8621
train,2729
train,5158
train,4395
train,2992
train,4439
train,802
train,9262
train,8971
train,8722
train,4207
train,5596
train,9202
train,6341
train,951
train,8404
train,12076
train,11464
train,12181
train,13612
train,10402
train,9709
train,9240
train,9487
train,1040
train,11090
train,10412
train,12904
train,4506
train,10643
train,8747
train,11315
train,7760
train,5107
train,6317
train,1366
train,7632
train,13421
train,2022
train,8892
train,7742
train,10980
train,9346
train,10638
train,2564
train,12853
train,1081
train,11886
train,7793
train,3318
train,158
train,11163
train,5478
train,89
train,1092
train,7682
train,6684
train,8308
train,7332
train,12296
train,6162
train,9918
train,5007
train,1196
train,9540
train,6503
train,977
train,5857
train,11617
train,818
train,5289
train,13169
train,11038
train,8166
train,4426
train,10708
train,13620
train,2296
train,3808
train,1932
train,8188
train,1453
train,3408
train,8910
train,3321
train,13600
train,9886
train,135
train,6512
train,5304
train,13066
train,661
train,11538
train,315
train,13050
train,11252
train,1622
train,3792
train,5578
train,7642
train,4896
train,8409
train,4460
train,4082
train,10372
train,7968
train,13685
train,1228
train,3632
train,13733
train,12140
train,11234
train,11576
train,5670
train,236
train,5968
train,3756
train,11645
train,2026
train,341
train,7677
train,11541
train,3531
train,7220
train,5267
train,4785
train,1580
train,8105
train,9626
train,8222
train,6990
train,5714
train,12408
train,10033
train,164
train,4467
train,974
train,11646
train,4010
train,11499
train,11626
train,6456
train,7189
train,6182
train,6275
train,463
train,12184
train,967
train,6820
train,2189
train,3102
train,2109
train,6635
train,1456
train,11445
train,6531
train,3366
train,10958
train,7603
train,11008
train,4804
train,5002
train,4295
train,4202
train,3206
train,6824
train,7651
train,3615
train,11825
train,4136
train,13064
train,13323
train,10985
train,5731
train,9856
train,2159
train,13382
train,4342
train,12809
train,13742
train,3784
train,4997
train,3455
train,7894
train,3217
train,12544
train,6671
train,13617
train,11923
train,1982
train,11791
train,3345
train,853
train,11921
train,3115
train,6404
train,9602
train,1436
train,1927
train,4025
train,12005
train,860
train,7242
train,11934
train,1569
train,5970
train,104
train,2938
train,2255
train,1047
train,4452
train,6722
train,5237
train,1807
train,12790
train,7452
train,10793
train,12849
train,12974
train,7843
train,816
train,2048
train,9675
train,7672
train,8301
train,10031
train,4696
train,3577
train,3489
train,6402
train,11015
train,8267
train,12865
train,2412
train,3795
train,5037
train,10019
train,7109
train,2946
train,3951
train,12329
train,7697
train,293
train,8458
train,4731
train,4373
train,10754
train,1573
train,1491
train,9565
train,2939
train,5042
train,1704
train,5589
train,3413
train,7629
train,3583
train,5772
train,3338
train,3679
train,9718
train,11323
train,6192
train,402
train,11960
train,813
train,136
train,199
train,9100
train,2397
train,6763
train,9458
train,9036
train,4862
train,3877
train,9361
train,9569
train,12028
train,13661
train,11005
train,4588
train,3959
train,5255
train,6250
train,13114
train,6577
train,2267
train,10978
train,7090
train,13552
train,3881
train,4858
train,8818
train,1975
train,6683
train,12479
train,8651
train,4464
train,12097
train,12415
train,1590
train,11991
train,10076
train,10696
train,4317
train,6007
train,915
train,1948
train,7182
train,9019
train,2593
train,6911
train,12206
train,2260
train,12027
train,12080
train,5276
train,12952
train,2628
train,9760
train,6542
train,82
train,4768
train,1457
train,12749
train,9146
train,6639
train,9943
train,4121
train,4669
train,9554
train,5605
train,9090
train,8338
train,2346
train,3309
train,10263
train,3527
train,10853
train,2721
train,8016
train,4039
train,2006
train,8300
train,5261
train,9067
train,8406
train,3034
train,4465
train,3259
train,5799
train,11649
train,2031
train,3833
train,11201
train,487
train,10206
train,12168
train,13590
train,2118
train,3500
train,8266
train,5243
train,1810
train,3506
train,8604
train,12820
train,2763
train,11522
train,9062
train,3013
train,8989
train,13338
train,10824
train,12961
train,3273
train,6809
train,7845
train,5742
train,12422
train,10034
train,1521
train,2671
train,13293
train,8286
train,4631
train,10287
train,8118
train,6314
train,8598
train,7460
train,11698
train,4628
train,13017
train,8848
train,7134
train,6668
train,6374
train,3267
train,10562
train,1870
train,12600
train,6901
train,6482
train,4749
train,2441
train,11578
train,5985
train,949
train,2025
train,3043
train,8528
train,10241
train,8757
train,9525
train,7412
train,11262
train,7568
train,3850
train,1990
train,5976
train,8384
train,8416
train,7787
train,11680
train,13218
train,9459
train,684
train,11909
train,7573
train,13127
train,10362
train,603
train,5709
train,6113
train,10000
train,7630
train,3097
train,10174
train,5687
train,4553
train,7739
train,8389
train,11950
train,2883
train,1022
train,2193
train,3062
train,7579
train,4662
train,7599
train,6876
train,12566
train,12689
train,5269
train,8969
train,5837
train,7374
train,2585
train,10276
train,11224
train,5085
train,7283
train,2000
train,91
train,7425
train,2207
train,6322
train,7563
train,8809
train,3262
train,4424
train,5517
train,8073
train,3622
train,5065
train,10751
train,7770
train,5528
train,13536
train,12882
train,6981
train,1169
train,8330
train,6174
train,7973
train,10857
train,12763
train,42
train,9076
train,4199
train,573
train,6238
train,10190
train,11174
train,12575
train,7005
train,3403
train,6372
train,5211
train,12724
train,1219
train,5397
train,1725
train,9885
train,3926
train,2454
train,4540
train,7880
train,9836
train,56
train,11827
train,6803
train,1940
train,3261
train,9179
train,514
train,10294
train,10221
train,9669
train,13692
train,1830
train,698
train,11497
train,7275
train,1866
train,12909
train,1146
train,681
train,11707
train,11486
train,7659
train,3440
train,6565
train,9926
train,5046
train,225
train,7298
train,11883
train,10906
train,5343
train,726
train,3295
train,9988
train,6623
train,6137
train,3628
train,3072
train,3902
train,13719
train,3337
train,10064
train,7181
train,3955
train,13329
train,1234
train,4210
train,4776
train,2428
train,5820
train,11862
train,7914
train,10226
train,3740
train,10983
train,10786
train,5754
train,4665
train,7228
train,11610
train,4184
train,4694
train,5664
train,1377
train,6214
train,6706
train,5534
train,3978
train,8614
train,9512
train,607
train,3339
train,5635
train,11943
train,3966
train,11130
train,5840
train,1941
train,5476
train,4036
train,2591
train,4161
train,5329
train,6046
train,991
train,2913
train,11881
train,3837
train,209
train,11213
train,197
train,5801
train,7792
train,2229
train,7474
train,7846
train,2453
train,2831
train,6600
train,11006
train,13440
train,11747
train,4319
train,13000
train,13328
train,6304
train,6148
train,13378
train,12845
train,6952
train,455
train,13143
train,4820
train,5760
train,10539
train,9043
train,2545
train,1485
train,7035
train,3516
train,6337
train,11087
train,5903
train,4870
train,11017
train,13457
train,169
train,8113
train,5615
train,7193
train,10464
train,5371
train,6622
train,9816
train,10944
train,12536
train,13429
train,11528
train,10910
train,7199
train,7910
train,9820
train,2279
train,9369
train,5794
train,12056
train,7939
train,5415
train,7749
train,6632
train,3949
train,13662
train,6385
train,10993
train,1724
train,7389
train,2516
train,11447
train,13152
train,5048
train,6437
train,1566
train,4904
train,13028
train,2434
train,2687
train,110
train,6899
train,7734
train,12681
train,13728
train,8294
train,11131
train,12284
train,10925
train,3221
train,4524
train,3146
train,11837
train,9920
train,10060
train,3268
train,8502
train,7588
train,3570
train,5784
train,4674
train,5666
train,217
train,8042
train,4517
train,4906
train,5161
train,4966
train,3710
train,4451
train,13343
train,7318
train,6172
train,3438
train,6318
train,5607
train,3810
train,2304
train,10497
train,3597
train,12606
train,8669
train,9480
train,7828
train,10161
train,10168
train,12719
train,5580
train,8204
train,518
train,5154
train,3250
train,4808
train,483
train,3509
train,9394
train,3394
train,2257
train,10357
train,6069
train,8679
train,3690
train,10932
train,10639
train,7609
train,12948
train,8967
train,10293
train,1126
train,443
train,532
train,10447
train,4892
train,1255
train,4640
train,5190
train,12312
train,11114
train,9887
train,2392
train,6370
train,4425
train,4422
train,9789
train,2282
train,9661
train,8326
train,5756
train,851
train,154
train,7540
train,10965
train,5402
train,11320
train,1138
train,12825
train,8313
train,5763
train,12234
train,529
train,368
train,5512
train,2094
train,3431
train,1000
train,10462
train,1738
train,4881
train,8013
train,11198
train,927
train,5888
train,11105
train,6658
train,11507
train,2766
train,9582
train,7400
train,775
train,727
train,8260
train,1577
train,11654
train,9032
train,6165
train,11811
train,1832
train,5788
train,13375
train,1856
train,12249
train,11074
train,6670
train,11149
train,5727
train,160
train,7597
train,11527
train,4471
train,2235
train,9149
train,3854
train,8265
train,760
train,13297
train,6590
train,7655
train,12241
train,11603
train,5697
train,5901
train,2594
train,2820
train,606
train,4548
train,1877
train,11816
train,5780
train,769
train,3601
train,12016
train,9579
train,7920
train,4606
train,3846
train,9795
train,7361
train,4215
train,4687
train,3409
train,13144
train,6407
train,9495
train,993
train,2987
train,1254
train,7216
train,7795
train,1527
train,12086
train,3089
train,11898
train,5624
train,2777
train,501
train,4663
train,1926
train,5923
train,11777
train,5717
train,1688
train,1779
train,5561
train,4839
train,11289
train,5489
train,5105
train,9166
train,10502
train,2682
train,3596
train,8789
train,6561
train,373
train,5880
train,8813
train,1598
train,6279
train,6006
train,1625
train,5938
train,2964
train,1632
train,1552
train,13337
train,10576
train,11940
train,10756
train,5847
train,5655
train,10137
train,12867
train,4695
train,2132
train,6118
train,11046
train,8479
train,8353
train,8770
train,352
train,11107
train,8541
train,11963
train,4943
train,10191
train,4727
train,10223
train,8088
train,2790
train,2830
train,11859
train,2291
train,5865
train,9922
train,10854
train,8482
train,3733
train,12843
train,7287
train,3289
train,10484
train,4531
train,5762
train,11003
train,636
train,9990
train,9715
train,6159
train,10114
train,519
train,6277
train,5654
train,9216
train,9755
train,8027
train,2648
train,826
train,121
train,9472
train,3149
train,1937
train,8672
train,3179
train,4846
train,6423
train,7217
train,12507
train,7616
train,10038
train,6787
train,13619
train,7859
train,13671
train,6758
train,6227
train,128
train,4530
train,5204
train,5819
train,1230
train,2979
train,59
train,2889
train,6429
train,12383
train,11637
train,6142
train,12533
train,2778
train,8945
train,3912
train,8560
train,11352
train,6284
train,2910
train,10005
train,10283
train,6677
train,742
train,10988
train,4958
train,5425
train,12989
train,914
train,8075
train,3845
train,6579
train,5298
train,11511
train,5043
train,3739
train,1434
train,7029
train,6867
train,3351
train,10929
train,9137
train,11535
train,10382
train,11176
train,13199
train,9255
train,12451
train,12396
train,6569
train,2806
train,2389
train,4133
train,6961
train,4088
train,10220
train,4409
train,10040
train,7539
train,6907
train,2542
train,6411
train,3618
train,11918
train,1788
train,10730
train,657
train,987
train,9267
train,4415
train,537
train,11394
train,8124
train,1951
train,7466
train,3474
train,2532
train,4245
train,9212
train,4510
train,11245
train,2232
train,4407
train,10833
train,680
train,6555
train,2273
train,6587
train,7865
train,5612
train,3791
train,2079
train,3271
train,13454
train,3223
train,227
train,4111
train,8046
train,11602
train,6554
train,1050
train,11688
train,12459
train,4343
train,4501
train,13681
train,6084
train,3057
train,5657
train,12475
train,2379
train,8262
train,4274
train,9591
train,5481
train,5659
train,12590
train,12014
train,9934
train,7836
train,9155
train,12112
train,2753
train,10456
train,3001
train,6688
train,8373
train,8062
train,5887
train,10678
train,10306
train,2361
train,10006
train,6360
train,5786
train,7183
train,5126
train,7531
train,8966
train,12340
train,11413
train,3681
train,3889
train,12134
train,3657
train,7326
train,4001
train,2306
train,6031
train,6003
train,3919
train,11125
train,10775
train,3373
train,11919
train,6093
train,4254
train,220
train,10068
train,4123
train,913
train,11254
train,9658
train,11290
train,1351
train,2577
train,12472
train,13131
train,8478
train,9883
train,4217
train,9901
train,4013
train,13401
train,11719
train,1871
train,7465
train,12539
train,11168
train,2569
train,10478
train,5456
train,504
train,9910
train,867
train,4551
train,1021
train,12581
train,13666
train,11734
train,12962
train,9838
train,11433
train,9435
train,10628
train,102
train,1815
train,13365
train,11939
train,12213
train,12325
train,2341
train,6518
train,3415
train,12204
train,3718
train,5776
train,3938
train,4316
train,8696
train,4957
train,10260
train,3022
train,9333
train,13505
train,11477
train,3917
train,7668
train,5773
train,995
train,4237
train,1873
train,2747
train,5913
train,12110
train,11134
train,5833
train,11977
train,12508
train,10946
train,5574
train,7903
train,11319
train,4090
train,9754
train,1414
train,12656
train,11071
train,1386
train,2683
train,3198
train,8109
train,1778
train,10990
train,12328
train,8366
train,4840
train,10697
train,6915
train,11241
train,3995
train,7477
train,1735
train,3918
train,2791
train,11761
train,6549
train,7115
train,246
train,6001
train,3563
train,11474
train,2668
train,2381
train,7064
train,11625
train,6693
train,3216
train,3629
train,4618
train,12449
train,1315
train,5303
train,11490
train,11089
train,8799
train,10590
train,9623
train,8629
train,9774
train,873
train,12830
train,9452
train,4235
train,3290
train,9513
train,7559
train,5872
train,10806
train,998
train,5552
train,3461
train,2710
train,12559
train,7489
train,10256
train,3942
train,9570
train,8158
train,5667
train,627
train,12540
train,446
train,8200
train,5759
train,461
train,105
train,3342
train,2505
train,11093
train,13731
train,10610
train,9668
train,12953
train,9409
train,11171
train,6783
train,5328
train,10069
train,9321
train,8706
train,10701
train,10083
train,7408
train,2326
train,3368
train,3852
train,8750
train,13548
train,7850
train,10323
train,3152
train,11890
train,4153
train,5832
train,8392
train,8561
train,12934
train,3459
train,12936
train,4416
train,4569
train,9259
train,11775
train,1499
train,5256
train,8138
train,4491
train,2770
train,3380
train,5911
train,11077
train,7446
train,979
train,701
train,12171
train,11427
train,871
train,3009
train,9170
train,4470
train,8281
train,2850
train,7556
train,9972
train,11300
train,9637
train,11321
train,4102
train,750
train,10758
train,13455
train,12356
train,8444
train,8523
train,2643
train,8801
train,3853
train,4494
train,12857
train,3811
train,9945
train,4209
train,8779
train,2570
train,9949
train,1953
train,6511
train,7729
train,6146
train,13236
train,9083
train,11027
train,8951
train,3087
train,848
train,6272
train,10648
train,6662
train,8943
train,10927
train,3517
train,11358
train,1441
train,1576
train,2814
train,4520
train,5093
train,10109
train,11013
train,4204
train,5208
train,13054
train,7031
train,10760
train,8002
train,10999
train,5705
train,155
train,12907
train,9426
train,6834
train,542
train,8900
train,8459
train,4216
train,5945
train,11273
train,13049
train,4283
train,7804
train,8756
train,2302
train,10268
train,2337
train,11421
train,12380
train,1848
train,10356
train,600
train,9528
train,10442
train,7180
train,2122
train,2292
train,4962
train,3224
train,10596
train,5662
train,4812
train,6595
train,7623
train,10266
train,4499
train,7720
train,12595
train,214
train,8245
train,11932
train,7631
train,1246
train,9502
train,12551
train,49
train,11796
train,5673
train,7392
train,2951
train,9725
train,8863
train,296
train,8832
train,1236
train,6841
train,5331
train,10656
train,6038
train,1971
train,5301
train,2009
train,13099
train,9285
train,11525
train,11782
train,12030
train,10302
train,13554
train,7088
train,11820
train,6543
train,13320
train,13447
train,8255
train,11377
train,11875
train,9375
train,9412
train,13513
train,647
train,9849
train,4534
train,4526
train,8436
train,843
train,4738
train,7738
train,4301
train,1096
train,283
train,9638
train,2288
train,11488
train,8375
train,5898
train,4595
train,7753
train,8304
train,4546
train,11414
train,10716
train,3451
train,12523
train,6253
train,1408
train,12873
train,821
train,11999
train,10981
train,10682
train,11715
train,12374
train,3830
train,13255
train,13262
train,3056
train,6067
train,3316
train,11636
train,2510
train,7467
train,1328
train,6108
train,10871
train,1966
train,123
train,9599
train,1269
train,4419
train,6995
train,8693
train,2100
train,6473
train,98
train,1374
train,7247
train,12588
train,9234
train,9859
train,9376
train,7666
train,725
train,13366
train,9421
train,7336
train,1925
train,1965
train,9694
train,956
train,2438
train,9633
train,13669
train,11808
train,1284
train,9257
train,96
train,2517
train,5683
train,5620
train,7481
train,5271
train,1490
train,3166
train,12491
train,10341
train,5658
train,2909
train,8543
train,1331
train,4773
train,4003
train,961
train,6969
train,5629
train,9139
train,3649
train,130
train,11336
train,6183
train,12701
train,194
train,2120
train,12836
train,8589
train,2667
train,4030
train,7892
train,216
train,4187
train,743
train,306
train,2956
train,5958
train,9040
train,1536
train,1624
train,5941
train,2489
train,13628
train,10706
train,10661
train,3297
train,2934
train,12217
train,13581
train,5356
train,5793
train,2487
train,9974
train,6828
train,9445
train,1594
train,9749
train,1863
train,11302
train,3189
train,13418
train,478
train,4008
train,4959
train,11729
train,11850
train,2087
train,5631
train,12318
train,937
train,6413
train,11956
train,13674
train,1136
train,2037
train,6582
train,3322
train,255
train,3310
train,11384
train,1326
train,9992
train,10452
train,1365
train,12210
train,9529
train,12939
train,204
train,9724
train,766
train,4402
train,831
train,7952
train,7100
train,2805
train,12438
train,11574
train,8684
train,10578
train,444
train,8905
train,9612
train,3620
train,5533
train,11542
train,5390
train,7433
train,5848
train,9124
train,11539
train,8164
train,8897
train,13077
train,8024
train,10089
train,4002
train,8451
train,11894
train,1727
train,2270
train,6350
train,2278
train,2139
train,5341
train,5223
train,6868
train,6326
train,1232
train,6900
train,333
train,1513
train,159
train,1227
train,6842
train,2180
train,12761
train,9520
train,11759
train,8317
train,12530
train,5952
train,9912
train,1592
train,12481
train,3742
train,11143
train,8675
train,4963
train,200
train,3580
train,12971
train,8781
train,13123
train,805
train,7922
train,8927
train,10828
train,112
train,10041
train,5889
train,9389
train,10757
train,1789
train,7118
train,11403
train,187
train,5236
train,7777
train,4169
train,1905
train,12943
train,10481
train,2300
train,12514
train,7119
train,11935
train,482
train,9308
train,4853
train,13687
train,834
train,2440
train,7578
train,11265
train,7560
train,8762
train,10625
train,3689
train,1238
train,6458
train,3969
train,4072
train,7767
train,8496
train,13423
train,10436
train,12414
train,6619
train,3737
train,1302
train,12293
train,5842
train,8948
train,3972
train,601
train,1383
train,1879
train,710
train,5845
train,4098
train,12177
train,3997
train,628
train,7715
train,3676
train,1716
train,9476
train,3021
train,12995
train,10401
train,9001
train,3237
train,4557
train,5096
train,1267
train,3193
train,11282
train,438
train,9866
train,9159
train,4141
train,3546
train,10569
train,1401
train,1814
train,10248
train,12395
train,4910
train,8329
train,9970
train,12938
train,5618
train,5948
train,11342
train,12252
train,4433
train,6947
train,5548
train,13310
train,905
train,4807
train,8534
train,10795
train,12367
train,8057
train,7848
train,8564
train,7487
train,13230
train,9130
train,6334
train,9084
train,8827
train,8368
train,1819
train,4821
train,2467
train,4755
train,7575
train,9574
train,9206
train,11261
train,4354
train,12321
train,5369
train,10831
train,486
train,11544
train,5915
train,5525
train,912
train,13250
train,8136
train,2029
train,10817
train,10319
train,864
train,9050
train,2636
train,6170
train,9609
train,6729
train,4794
train,11996
train,13223
train,10654
train,10537
train,6853
train,11743
train,7437
train,11386
train,6680
train,8769
train,3557
train,8071
train,2329
train,9342
train,11727
train,6416
train,12192
train,3314
train,2949
train,10522
train,8729
train,7170
train,4173
train,2544
train,452
train,9438
train,10952
train,9356
train,7053
train,6421
train,5839
train,2443
train,7635
train,7745
train,6598
train,5824
train,13229
train,4435
train,10735
train,13318
train,13261
train,9619
train,3665
train,11475
train,320
train,827
train,1755
train,11228
train,11929
train,4921
train,12758
train,8251
train,5519
train,12752
train,6354
train,12591
train,10259
train,11938
train,1330
train,8526
train,5346
train,13368
train,10066
train,13544
train,9416
train,3110
train,2916
train,5834
train,4676
train,2190
train,4634
train,2135
train,2697
train,13129
train,1567
train,844
train,13278
train,8647
train,4341
train,1214
train,8615
train,5526
train,6276
train,9150
train,9044
train,7966
train,13052
train,5053
train,4092
train,8083
train,6417
train,10619
train,11534
train,7501
train,369
train,8191
train,8021
train,1035
train,8103
train,5305
train,815
train,11060
train,3323
train,10288
train,8279
train,5653
train,10024
train,5551
train,3996
train,12183
train,8337
train,9264
train,4045
train,958
train,5132
train,3614
train,9980
train,12236
train,12191
train,7809
train,10159
train,12866
train,1753
train,13410
train,12804
train,6168
train,13516
train,2406
train,11045
train,4929
train,4405
train,383
train,10512
train,9117
train,11372
train,2321
train,12330
train,4988
train,10077
train,12709
train,311
train,1289
train,3269
train,3143
train,11215
train,7909
train,12117
train,2755
train,3015
train,6308
train,11117
train,8678
train,4441
train,12008
train,3075
train,9545
train,10380
train,555
train,1014
train,9243
train,7884
train,13204
train,10729
train,7814
train,13495
train,999
train,2150
train,10551
train,624
train,1375
train,13068
train,10581
train,1647
train,1016
train,3812
train,9191
train,2882
train,4277
train,3897
train,1695
train,8435
train,3239
train,11086
train,11788
train,13155
train,4971
train,115
train,5874
train,11258
train,6062
train,11532
train,11279
train,12466
train,6691
train,7164
train,11204
train,4360
train,1686
train,8350
train,10094
train,1766
train,11973
train,7073
train,11951
train,7670
train,3225
train,7703
train,13503
train,5182
train,9827
train,11650
train,5752
train,2211
train,4986
train,4978
train,3569
train,147
train,2146
train,2444
train,924
train,3450
train,3655
train,6822
train,7762
train,3109
train,9463
train,3769
train,1240
train,8687
train,11236
train,8012
train,11806
train,4156
train,12789
train,7286
train,3240
train,3120
train,8712
train,80
train,8341
train,9657
train,13268
train,5689
train,3388
train,570
train,6218
train,12090
train,10587
train,8504
train,5092
train,6701
train,6829
train,9244
train,4263
train,10189
train,85
train,10713
train,13150
train,8670
train,10740
train,2560
train,10204
train,1117
train,12605
train,5841
train,3435
train,5410
train,5183
train,7210
train,6712
train,828
train,10514
train,918
train,2990
train,2590
train,31
train,3168
train,5555
train,2333
train,11216
train,814
train,3139
train,12458
train,12233
train,1072
train,13688
train,30
train,2640
train,358
train,12711
train,4052
train,11337
train,3430
train,12892
train,4717
train,1415
train,5205
train,3598
train,5465
train,12862
train,13463
train,12385
train,10390
train,1600
train,10218
train,7940
train,5571
train,659
train,11668
train,11250
train,10710
train,2832
train,8939
train,9233
train,428
train,12392
train,4064
train,6544
train,2177
train,12074
train,929
train,4303
train,13206
train,842
train,3292
train,11896
train,9873
train,12693
train,7932
train,8783
train,232
train,3722
train,7782
train,7693
train,9048
train,12295
train,10921
train,8146
train,9200
train,7974
train,3010
train,5527
train,5084
train,7653
train,1024
train,4902
train,76
train,9752
train,4601
train,2179
train,2478
train,7153
train,8443
train,3635
train,9577
train,4566
train,4802
train,9803
train,9728
train,10591
train,7176
train,1243
train,5391
train,7241
train,2058
train,6305
train,9340
train,391
train,13306
train,5412
train,13591
train,11494
train,8717
train,8665
train,11205
train,5636
train,5426
train,8800
train,8067
train,4573
train,543
train,773
train,2378
train,5663
train,12276
train,6309
train,1464
train,6489
train,11287
train,11785
train,3669
train,2138
train,5924
train,10886
train,3594
train,10584
train,9516
train,7592
train,11460
train,1001
train,9260
train,8434
train,7837
train,5420
train,7464
train,10391
train,12826
train,174
train,11230
train,8076
train,6022
train,4321
train,4529
train,5067
train,6319
train,1740
train,10413
train,401
train,6109
train,12494
train,5700
train,13369
train,1423
train,10002
train,9228
train,11156
train,12519
train,6698
train,12649
train,3642
train,1881
train,9246
train,5247
train,2886
train,11345
train,9448
train,11281
train,367
train,11764
train,3726
train,4338
train,6452
train,9053
train,6330
train,7074
train,3627
train,1308
train,8140
train,804
train,11462
train,4761
train,7124
train,5327
train,12067
train,8257
train,12627
train,3750
train,1804
train,10180
train,12260
train,4481
train,512
train,10979
train,277
train,2698
train,940
train,10369
train,1787
train,3471
train,5910
train,9556
train,13689
train,11752
train,3464
train,9479
train,1006
train,12740
train,10924
train,8736
train,7604
train,1102
train,12516
train,10028
train,4442
train,6869
train,13445
train,7812
train,11924
train,10534
train,1413
train,6088
train,1019
train,3567
train,5474
train,1939
train,4685
train,9010
train,11472
train,2314
train,616
train,11425
train,13385
train,3418
train,8912
train,3805
train,10954
train,7648
train,1769
train,8595
train,8059
train,9295
train,10976
train,8618
train,1323
train,9152
train,4450
train,8376
train,11768
train,1111
train,1978
train,9297
train,4381
train,3849
train,6676
train,11332
train,2839
train,5805
train,8728
train,10209
train,8052
train,11116
train,4880
train,13198
train,6781
train,1059
train,11309
train,7849
train,2165
train,1519
train,5057
train,6112
train,4198
train,2196
train,3007
train,2617
train,6059
train,1476
train,2202
train,7423
train,8269
train,2240
train,7424
train,4597
train,11786
train,4250
train,13246
train,7402
train,10690
train,13518
train,5487
train,5414
train,5384
train,2
train,6660
train,8243
train,11260
train,4200
train,796
train,447
train,2724
train,10570
train,2848
train,1304
train,2328
train,6711
train,4466
train,11765
train,6736
train,9846
train,605
train,8703
train,6816
train,12647
train,8868
train,2197
train,1791
train,9900
train,5280
train,8959
train,12040
train,8754
train,6254
train,13097
train,6310
train,3428
train,171
train,2256
train,4725
train,13305
train,9467
train,1739
train,2238
train,7508
train,1805
train,7393
train,6628
train,2959
train,1454
train,11735
train,4205
train,10169
train,10210
train,5996
train,10003
train,9672
train,758
train,9021
train,4565
train,4608
train,13022
train,5193
train,1546
train,11257
train,7775
train,6526
train,7142
train,9687
train,6913
train,6522
train,6896
train,13570
train,10049
train,5239
train,4782
train,8958
train,8455
train,3163
train,12389
train,13680
train,11547
train,2408
train,5111
train,13613
train,151
train,2024
train,9221
train,13091
train,10685
train,561
train,100
train,1424
train,3809
train,7281
train,2319
train,6795
train,4456
train,2484
train,7211
train,5979
train,1478
train,11194
train,9690
train,12425
train,8387
train,11588
train,2816
train,11553
train,13683
train,5957
train,1998
train,11480
train,6528
train,3287
train,7714
train,11813
train,7561
train,10146
train,2894
train,12020
train,1587
train,6291
train,12955
train,8792
train,854
train,10300
train,10902
train,11193
train,7912
train,12115
train,1723
train,12976
train,13593
train,10155
train,1264
train,11889
train,11740
train,10414
train,4711
train,8742
train,9596
train,12224
train,12534
train,238
train,4899
train,4829
train,4495
train,5360
train,3505
train,38
train,6883
train,349
train,5682
train,8340
train,13651
train,1731
train,120
train,744
train,10188
train,11801
train,13048
train,8522
train,6100
train,1557
train,2995
train,6229
train,11562
train,5825
train,10125
train,12923
train,4359
train,5258
train,6311
train,3779
train,13563
train,4562
train,5227
train,12580
train,3051
train,12378
train,5403
train,10579
train,1007
train,6367
train,9192
train,4927
train,13280
train,10765
train,8358
train,9517
train,6929
train,4678
train,8473
train,803
train,9747
train,5442
train,7367
train,1295
train,7929
train,4228
train,11132
train,2492
train,4086
train,350
train,2662
train,1362
train,6656
train,1829
train,10327
train,7308
train,6486
train,298
train,609
train,3765
train,3800
train,5597
train,2688
train,7306
train,6997
train,7763
train,1344
train,9060
train,8374
train,10427
train,161
train,5600
train,5187
train,3067
train,6257
train,377
train,1220
train,10593
train,10222
train,13698
train,1517
train,11154
train,6397
train,13746
train,10333
train,3994
train,3462
train,3770
train,5740
train,764
train,10613
train,8421
train,8525
train,6933
train,8395
train,1952
train,13545
train,9986
train,13348
train,5862
train,7232
train,477
train,8856
train,8988
train,4255
train,456
train,5308
train,7509
train,9956
train,10646
train,137
train,1770
train,732
train,12306
train,5675
train,13289
train,12280
train,11990
train,6364
train,12413
train,6436
train,12603
train,972
train,9892
train,11611
train,6070
train,6605
train,6788
train,5547
train,7803
train,7418
train,12920
train,12035
train,3008
train,10813
train,13386
train,8237
train,11096
train,2090
train,7443
train,5238
train,8655
train,9678
train,10366
train,13273
train,13396
train,989
train,3158
train,148
train,11278
train,12890
train,303
train,3156
train,1530
train,2277
train,5695
train,70
train,11503
train,3503
train,10214
train,9581
train,7310
train,11885
train,10549
train,6431
train,3732
train,696
train,1332
train,4667
train,359
train,12343
train,4700
train,9205
train,10595
train,6424
train,1626
train,5320
train,11293
train,392
train,12792
train,7928
train,2759
train,10614
train,1074
train,2760
train,6017
train,3876
train,13745
train,7236
train,13459
train,5353
train,4021
train,3654
train,9791
train,3209
train,11000
train,4587
train,6541
train,13538
train,9196
train,5869
train,9373
train,1684
train,9147
train,582
train,12116
train,5458
train,6768
train,4043
train,11964
train,643
train,55
train,3153
train,8642
train,12712
train,10193
train,3066
train,11515
train,9807
train,3600
train,10807
train,2614
train,12019
train,1900
train,11030
train,6976
train,5180
train,8077
train,7705
train,2746
train,7545
train,5681
train,4713
train,11717
train,10184
train,5155
train,6646
train,3831
train,11266
train,4282
train,422
train,7279
train,13086
train,6643
train,4275
train,1930
train,3343
train,1003
train,1091
train,9503
train,3497
train,6213
train,9829
